"word","freq"
"scene",14
"scenery",8
"scenes",7
"scenic",2
"scent",8
"schedule",2
"schemes",20
"schizophrenia",3
"scholars",4
"scholarship",2
"schoolchildren",4
"schoolhouse",1
"schooling",4
"schools",18
"schoolteacher",2
"sciences",16
"scientifically",6
"scope",6
"scorched",2
"scored",1
"scores",22
"scouring",2
"scouts",2
"scrambling",2
"scraped",2
"scraper",2
"scrapping",2
"scratch",4
"scratched",2
"scrawny",1
"screen",23
"screening",2
"screens",1
"screw",8
"script",1
"scrutiny",7
"sculpting",2
"sculptor",6
"sculptors",4
"sculptural",2
"sculptures",18
"seabed",11
"seabirds",6
"seafarers",2
"seafaring",6
"seal",1
"sealed",8
"sealing",2
"seals",1
"sear",2
"search",20
"searches",2
"searching",6
"seas",7
"seashore",1
"seaside",2
"season",12
"seasonal",6
"seasons",4
"seat",2
"seating",5
"seats",15
"seawater",4
"secluded",2
"secondary",6
"secret",10
"secretary",2
"secrete",6
"secretive",1
"secretly",2
"secrets",1
"secs",2
"section's",1
"sector",19
"sectors",6
"secure",7
"securely",2
"securing",4
"security",14
"sediments",3
"seedling",4
"seedlings",4
"seeds",10
"seek",13
"seeking",16
"seemingly",9
"segment",1
"segments",2
"seize",2
"seized",4
"select",11
"selected",9
"selective",1
"selfish",4
"sell",13
"seller",1
"selling",16
"sells",4
"semantic",2
"semi",5
"semicircle",2
"seminars",2
"sen",2
"send",7
"sending",7
"senescence",2
"senior",12
"sensational",1
"sensations",2
"senses",4
"sensitive",10
"sensor",2
"sensory",4
"sentiments",2
"separate",15
"separated",3
"separates",1
"separation",2
"sequence",4
"sequential",2
"sere",4
"serer",2
"series",17
"serotonin",4
"serpentine",2
"serve",20
"served",2
"serves",6
"servicing",2
"sessions",4
"setback",2
"sets",14
"setters",2
"setting",13
"settle",3
"settled",12
"settlement",8
"settlements",4
"settlers",7
"setts",2
"sevens",4
"seventeen",4
"seventeenth",1
"seventh",7
"seventy",2
"severe",5
"severely",6
"severity",3
"sex",3
"sf",3
"sh",7
"shade",10
"shaken",2
"shallow",1
"shaped",12
"shapes",5
"share",23
"shared",13
"shareholders",8
"shares",5
"shark",2
"sharks",4
"sharp",11
"sharpen",1
"sharply",4
"shed",4
"shedding",2
"sheds",2
"sheep",8
"sheer",2
"sheets",10
"shell",9
"shellfish",3
"shells",9
"shelter",2
"sheltered",2
"shepherds",4
"shh",2
"shield",2
"shift",10
"shifting",4
"shine",2
"shines",2
"shiny",2
"ship's",3
"shipbuilding",2
"shipowners",2
"shipped",1
"shipping",9
"shipwrecks",2
"shirt",2
"shoals",2
"shocking",2
"shocks",2
"shoe",4
"shoes",5
"shoots",2
"shop",15
"shoppers",3
"shore",13
"shores",2
"shortage",9
"shortages",2
"shorten",2
"shorter",1
"shot",2
"shoulders",1
"showiest",1
"shrines",4
"shut",1
"shuttle",2
"shyness",2
"sibling",2
"siblings",6
"sick",2
"siege",4
"sieges",2
"sierra",4
"sighing",1
"sight",8
"sights",2
"sign",13
"signal",8
"signals",2
"signed",2
"significance",20
"signifies",2
"signify",2
"signs",11
"silence",1
"silent",12
"silks",1
"silkworm",5
"silkworms",4
"silly",2
"silt",2
"silted",2
"silver",4
"similarities",4
"similarly",16
"simplest",8
"simplicity",1
"simplified",2
"simplifying",2
"simplistic",4
"simulate",2
"simulations",2
"simultaneously",6
"sincere",2
"sincerely",2
"sine",2
"sing",3
"singer",6
"singers",3
"singing",6
"sink",2
"sinning",2
"sipped",2
"sipping",1
"sir",2
"sire",2
"siren",3
"sirens",2
"sis",2
"sister",1
"sit",8
"sites",19
"sitting",6
"situated",9
"situation",18
"sixteenth",3
"sixth",6
"sixty",2
"sized",1
"sizes",2
"skateboard",2
"skateboarding",2
"skaters",1
"skating",2
"skeleton",1
"sketchbooks",2
"sketched",1
"sketches",4
"skies",1
"skiing",4
"skill",20
"skilled",12
"skillfully",1
"skin",4
"skirt",2
"skirts",1
"skis",2
"sky",5
"skyscraper",2
"skyscrapers",12
"slant",2
"slash",1
"slave",1
"sled",2
"sledges",1
"sleek",1
"sleep",4
"sleepy",2
"slender",2
"sliced",1
"slicer",2
"slide",1
"slides",8
"slight",2
"slightest",3
"slightly",8
"slim",2
"slimmer",1
"sling",2
"slip",1
"sliver",2
"slope",1
"slopes",2
"sloping",2
"slot",1
"slots",1
"slow",15
"slowed",1
"slowly",12
"slumped",2
"smallholder",6
"smallholdings",2
"smart",1
"smartest",4
"smartphones",1
"smashed",1
"smell",2
"smelling",2
"smelly",1
"smile",2
"smiling",2
"smith",4
"smog",2
"smoking",2
"smooth",5
"smoothly",1
"smuggled",3
"snack",1
"snacks",4
"snails",2
"snake",2
"snakes",4
"sniff",4
"sniffed",2
"snip",2
"snow",16
"soaked",2
"soap",6
"soared",2
"sociable",2
"socially",8
"societal",2
"societies",12
"socioeconomic",2
"sociologist",2
"sociology",1
"soda",2
"sodium",4
"sofas",1
"soft",1
"softer",2
"soils",17
"solar",10
"sole",2
"solely",9
"solid",4
"solidifies",4
"solitary",2
"soluble",2
"solution",18
"solutions",11
"solve",11
"solved",2
"solvers",2
"solving",10
"son",10
"sonar",1
"song",8
"songs",10
"sooner",2
"soothing",2
"sophisticated",12
"sophistication",2
"sort",17
"sorts",7
"sought",6
"soul",1
"sounded",2
"sounder",2
"soups",2
"sourced",1
"southeast",12
"southwest",2
"souvenirs",2
"spa",2
"space",23
"spacecraft",2
"spaces",9
"spade",1
"spaghetti",2
"span",4
"spare",2
"spared",2
"speak",19
"speaker's",2
"speakers",20
"spears",2
"spec",1
"specialist",7
"specialists",2
"specialize",2
"specialized",3
"specially",6
"specifically",6
"specifications",2
"specifies",1
"specimen",2
"specimens",4
"speckled",2
"spectacles",2
"spectacular",10
"spectator",1
"spectrum",4
"speculates",2
"speculating",4
"speculation",4
"speeches",3
"spell",1
"spellbound",2
"spelling",7
"spells",2
"spending",18
"spends",3
"spent",21
"sperm",2
"sphere",2
"spices",12
"spilled",2
"spilling",2
"spine",2
"spiny",2
"spirit",6
"spite",4
"spits",1
"splash",2
"splashed",1
"splits",3
"splutters",1
"spoil",2
"spoiled",2
"spoke",3
"spoken",20
"spontaneous",12
"spontaneously",2
"spoon",2
"sport",10
"spot",4
"spotlight",2
"spotted",2
"spotting",1
"sprang",1
"sprawl",1
"spray",2
"sprays",2
"spreading",4
"spreads",1
"spreadsheets",3
"spring",9
"springs",2
"sprout",2
"spur",2
"spurred",2
"spy",2
"sq",1
"squads",2
"squander",2
"square",2
"squared",1
"squash",2
"squashed",1
"squeezed",2
"squirrels",2
"st",19
"stabbing",2
"stable",3
"stacked",3
"staff's",1
"stage",21
"stages",21
"staggered",2
"stagnant",2
"staircase",2
"staircases",2
"stairs",9
"stake",2
"stakeholders",2
"stall",1
"stamina",2
"stamp",12
"stamps",12
"stand",6
"standard",20
"standards",12
"standing",6
"stands",3
"star",1
"starboard",3
"starting",16
"starts",7
"starvation",2
"state's",2
"stated",2
"statesmen",2
"statewide",2
"static",3
"stating",2
"station",20
"stations",2
"statistical",3
"statistically",2
"statistics",8
"statue",8
"statues",7
"stay",22
"stayed",8
"staying",17
"stays",3
"stead",1
"steadily",3
"steady",2
"steamboats",2
"steel",9
"steelworks",1
"steep",4
"steeply",2
"steer",2
"steered",2
"stein",2
"stem",4
"stemming",1
"stems",6
"step",11
"stepped",3
"stewards",1
"stews",2
"stick",4
"stifled",1
"stimulate",10
"stimulated",4
"stimulating",4
"stimulation",2
"stimuli",6
"stimulus",6
"stirrings",1
"stirs",2
"stock",8
"stockholders",2
"stockings",1
"stocks",8
"stole",2
"stolen",2
"stomach",4
"stomachs",2
"stones",4
"stony",2
"stood",3
"stopped",13
"stopper",2
"stoppers",10
"stops",2
"storage",6
"store",4
"stored",9
"stores",13
"storing",3
"storm",4
"storms",2
"stormy",2
"storyteller",2
"storytellers",2
"storytelling",2
"straight",4
"straightforward",5
"stranded",1
"strands",2
"strange",4
"strangely",2
"strangeness",2
"stranger",2
"strangers",10
"stranglehold",2
"strategic",2
"strategically",4
"stratosphere",2
"stray",1
"streak",2
"stream",2
"streaming",1
"streams",7
"streets",13
"strength",5
"strengthen",9
"strengthened",5
"strengthening",2
"strengthens",2
"stress",23
"stressed",2
"stresses",1
"stressful",6
"stretch",4
"stretched",5
"stretches",6
"strict",2
"strictly",2
"strides",1
"strike",2
"striking",6
"strikingly",2
"string",5
"strip",6
"stripped",7
"strippers",2
"stripping",4
"strips",2
"striving",2
"stronger",4
"strongest",4
"strongly",2
"struck",3
"structural",1
"structured",14
"structuring",2
"struggle",4
"struggled",4
"struggling",3
"stubborn",2
"stubby",2
"stuck",4
"student",12
"studio",14
"studios",2
"studious",2
"stuff",2
"stung",2
"stunned",3
"stunning",4
"stunt",2
"stunts",1
"sturdy",2
"style",23
"styles",6
"subatomic",1
"subcategory",2
"subconscious",1
"subconsciously",1
"subcontracting",2
"subduing",2
"subheading",2
"subjected",4
"subjective",1
"subjects",18
"submission",2
"submissive",18
"submit",2
"submitted",1
"subscription",2
"subsequent",4
"subsequently",1
"subsidiary",1
"subsidies",6
"subsoil",2
"subspecies",4
"substance",8
"substances",10
"substantial",6
"substitute",3
"substitutes",2
"subtitle",1
"subtle",6
"subtleties",2
"subtropical",1
"suburb",2
"suburban",3
"subways",2
"succeed",8
"succeeded",14
"successes",4
"successfully",18
"succinctly",4
"succumbed",2
"succumbing",2
"suck",2
"sucked",2
"sucking",2
"suction",1
"sudden",8
"suddenly",6
"sue",18
"sued",2
"suet",2
"suffer",10
"suffered",12
"suffering",4
"suffers",2
"sufficient",18
"sufficiently",4
"sugar",12
"sugars",3
"suggesting",10
"suggestion",16
"suggestions",8
"suing",2
"suit",6
"suited",7
"suits",3
"sultans",2
"sum",3
"sumac",2
"summaries",1
"summarized",2
"summer",23
"summer's",2
"summers",2
"sums",2
"sun's",1
"sunblock",2
"sunken",3
"sunlight",16
"sunny",6
"sunshade",3
"super",5
"superficially",2
"superior",6
"superiority",2
"supermarket",4
"supermarkets",2
"supersede",2
"superseded",2
"supervised",2
"supervisor",12
"supplement",2
"supplementation",2
"supplements",2
"supplied",1
"suppliers",6
"supplies",7
"supplying",2
"supported",19
"supporters",3
"supporting",3
"supports",9
"suppose",8
"supposed",9
"suppressed",2
"supreme",2
"supremely",2
"surely",7
"surfaces",2
"surge",3
"surgeon",2
"surges",2
"surmounted",2
"surprise",3
"surprising",19
"surprisingly",11
"surround",2
"surrounded",3
"surrounding",3
"surroundings",4
"surrounds",2
"survey",11
"surveying",1
"surveys",9
"survival",19
"survived",11
"surviving",6
"susceptible",2
"suspect",2
"suspected",2
"suspects",2
"suspended",2
"suspense",2
"suspenseful",2
"sustain",2
"sustainability",2
"sustainably",2
"sustained",2
"sustains",2
"swallowed",2
"swallows",2
"swede",1
"sweep",1
"sweeping",2
"sweeps",2
"sweet",10
"sweetish",2
"swept",2
"swift",2
"swiftly",2
"swim",4
"swimmer",1
"swimming",23
"swings",2
"switch",4
"switched",8
"switching",4
"syllables",2
"symbol",6
"symbolic",8
"symbolizing",1
"symbols",2
"sympathy",2
"symphony",5
"symptoms",6
"synaptic",4
"synchronized",1
"synchronous",3
"syndrome",4
"synthesis",4
"synthesizing",2
"synthetic",10
"syrup",4
"systematic",2
"ta",6
"tab",1
"tables",6
"tablet",1
"tablets",5
"tackled",2
"tackling",2
"tact",2
"tadpole",2
"tail",2
"tailed",6
"takeoff",1
"takes",19
"tale",4
"talent",8
"talents",4
"talked",4
"talking",14
"talks",9
"tall",6
"taller",1
"tam",4
"tangible",2
"tango",2
"tank",2
"tanker",2
"tanks",3
"tannin",2
"tantalized",1
"tap",6
"tapped",2
"taps",2
"tar",1
"target",6
"targeted",6
"targeting",2
"targets",1
"taro",2
"tasked",2
"tassel",2
"taste",5
"tastes",2
"taught",8
"tax",6
"taxes",6
"tb",2
"teach",12
"teacher",17
"teaching",16
"teamed",2
"teams",15
"teamwork",4
"tears",2
"teased",4
"teasers",2
"tech",5
"technique",2
"techno",2
"technological",22
"technologically",2
"technologies",9
"ted",3
"teddy",2
"tedious",6
"tee",4
"teenagers",2
"tees",2
"teeth",1
"teleconferencing",2
"telephone",3
"telescopes",2
"television",10
"teleworking",2
"teller",2
"tells",6
"telltale",2
"temperaments",2
"temperature",10
"temperatures",15
"template",2
"temple",4
"temples",2
"tempo",1
"temporal",4
"temporarily",2
"temporary",2
"temptations",1
"tend",21
"tended",8
"tendency",11
"tender",1
"tending",2
"tenet",2
"tenfold",2
"tennis",4
"tens",8
"tension",3
"tenth",1
"termed",2
"terminal",2
"tern",3
"terns",3
"terrace",4
"terraces",4
"terrain",5
"terrestrial",3
"terrible",2
"territory",4
"terry",3
"tested",12
"testimonials",1
"testing",11
"tethered",2
"textbook",4
"textiles",4
"texts",4
"texture",1
"textures",1
"that'd",1
"that'll",2
"thee",4
"theft",10
"thematically",1
"theme",3
"themed",2
"themes",2
"theorems",2
"theoretical",5
"theorists",4
"theorizes",2
"therapeutic",2
"thereof",2
"thermal",4
"thesis",2
"thick",11
"thicker",4
"thickest",2
"thickly",2
"thickness",2
"thin",2
"thine",2
"thing's",1
"thinkers",4
"thinly",2
"thirdly",3
"thirds",3
"thirsty",2
"thirteenth",1
"thirty",1
"tho",5
"thoughtful",4
"thousand",8
"thread",3
"threat",23
"threaten",2
"threatened",14
"threatening",1
"threatens",2
"threats",20
"threshold",2
"thrifty",1
"thrilled",2
"thrive",4
"thrived",4
"thriving",2
"throwback",6
"throwbacks",16
"thrust",2
"thumb",2
"ti",8
"tic",3
"tick",1
"ticked",2
"ticket",10
"tickets",9
"ticking",2
"tidal",4
"tide",3
"tides",4
"tidy",1
"tie",3
"tied",1
"tiers",2
"tiger",10
"tightened",1
"tightly",2
"tiles",2
"tilted",1
"tilting",1
"timber",8
"timbers",2
"timeline",2
"timer",2
"timescales",2
"timetable",6
"timetables",2
"timing",6
"tin",2
"tinder",2
"ting",1
"tiniest",2
"tinkling",2
"tinted",2
"tiny",14
"tip",4
"tipped",2
"tips",3
"tire",2
"tissues",2
"tit",2
"title",10
"titles",2
"tn",4
"today's",1
"toddlers",2
"toe",2
"toed",4
"toes",14
"toiletries",2
"toilets",4
"token",2
"tolerance",2
"tolerant",2
"tolerate",4
"toll",1
"tom",1
"tomatoes",2
"tomb",1
"tomography",2
"ton",4
"tonal",2
"tone",6
"tones",5
"tongue",6
"tongues",3
"tonne",1
"tonnes",10
"tons",6
"tool",8
"tools",17
"tooth",4
"toppling",1
"topsoil",1
"tor",5
"torch",2
"tortoise",14
"total",21
"totally",7
"totemic",2
"touch",7
"touching",2
"tough",6
"tour",14
"toured",1
"tourist",7
"tourists",10
"tours",5
"tower",4
"towers",4
"town's",2
"towns",8
"toxic",6
"toxin",2
"toy",3
"toys",10
"tr",4
"trace",1
"traces",2
"tracing",2
"track",13
"tracked",4
"tracking",4
"tracks",8
"tractors",1
"traded",3
"traders",17
"tradesmen",1
"trading",18
"tradition",6
"traditionally",11
"traditions",6
"trail",16
"trailblazer",1
"trails",9
"train",11
"trained",9
"trainees",6
"trainer",2
"trainers",3
"trains",6
"trainspotters",2
"trainspotting",2
"trait",6
"tram",2
"trans",2
"transcend",6
"transfer",8
"transferred",3
"transferring",2
"transfers",2
"transform",5
"transformation",6
"transformations",2
"transformed",3
"transforming",2
"transition",4
"translate",2
"translated",4
"translation",1
"translator",2
"transmission",2
"transmits",2
"transmitted",4
"transmitting",4
"transparency",4
"transparent",1
"transplanting",2
"transportation",11
"transported",10
"transporting",5
"trap",3
"trapped",1
"trash",18
"travels",9
"traverse",3
"traversed",1
"traversing",2
"trawling",2
"trays",3
"treacherous",2
"treasure",5
"treat",6
"treated",6
"treatment",8
"treaty",4
"trek",2
"trial",1
"trials",1
"triangle",2
"tribal",2
"tribes",4
"tribune",1
"tribute",2
"tricked",2
"tricks",2
"trigger",2
"triggers",6
"trigonometry",1
"trillion",5
"trim",1
"trimmings",1
"tripled",2
"trips",13
"triumph",2
"triumphs",1
"trivia",1
"trivial",4
"trombonist",2
"troops",4
"tropical",10
"tropics",2
"trouble",4
"troubling",2
"trove",1
"trucks",2
"trumpet",1
"trumpeter",2
"trunk",16
"trust",15
"trusting",4
"truth",6
"ts",9
"tsunami",2
"tube",2
"tuberculosis",2
"tubes",4
"tuition",4
"tum",5
"tundra",16
"tune",1
"tuned",1
"tunes",2
"tunnel",2
"turbine",4
"turbines",8
"turkey",1
"turmeric",2
"turnaround",2
"turnover",10
"turrets",2
"turtles",4
"tutor",8
"tutoring",2
"tutors",2
"twas",4
"twentieth",12
"twenty",3
"twigs",4
"twin",6
"twist",3
"twofold",4
"typical",19
"typically",10
"tyranny",2
"ubiquitous",1
"ubiquity",2
"ugh",1
"ugly",2
"ultimate",8
"ultimately",9
"um",2
"unable",12
"unacceptable",3
"unalterable",1
"unanimously",2
"unanticipated",1
"unavailable",2
"unavoidable",1
"unaware",5
"unbelievable",2
"unborn",2
"uncertainties",2
"uncertainty",8
"uncleaned",2
"unclear",3
"uncomfortable",2
"uncommon",4
"unconscious",2
"uncontrolled",2
"unconvinced",2
"uncoupling",2
"uncovered",8
"uncovering",1
"uncultivated",4
"undamaged",1
"underbrush",2
"underdeveloped",2
"underestimate",2
"underestimated",2
"undergo",2
"undergoing",2
"undergone",2
"undergraduate",3
"undergraduates",4
"underground",8
"underlines",2
"underlying",6
"underpinnings",2
"underpins",2
"underrepresented",1
"underscores",2
"understands",2
"understood",20
"undertake",4
"undertaking",6
"underwater",8
"underwent",3
"undesirable",6
"undesired",2
"undeterred",1
"undisciplined",1
"undisputed",4
"undivided",1
"undoubted",1
"undoubtedly",2
"unemployed",4
"unemployment",8
"unethical",2
"uneven",3
"unexpected",16
"unfair",1
"unfamiliar",5
"unfavorable",2
"unfolding",3
"unforeseen",2
"unfulfilled",2
"unhappy",2
"unhealthy",6
"unhelpful",2
"unify",2
"unimportant",4
"unintelligent",2
"unintended",2
"unintentional",2
"uninterrupted",1
"union",14
"unions",2
"uniquely",2
"unit",13
"units",4
"universal",11
"universality",2
"universally",2
"universe",4
"university's",2
"unknown",18
"unleashed",2
"unlike",17
"unlimited",2
"unloading",2
"unlocked",2
"unmasking",2
"unmistakable",2
"unnecessarily",2
"unnecessary",3
"unoccupied",2
"unparalleled",1
"unplanned",2
"unpleasant",3
"unpopular",2
"unpopularity",2
"unprecedented",2
"unpredictability",2
"unpredictable",6
"unpredictably",2
"unprincipled",2
"unprofitable",2
"unprotected",2
"unquestioned",2
"unravel",1
"unrealistic",2
"unreasonable",2
"unrelated",7
"unresolved",2
"unrestricted",2
"unsatisfactory",3
"unsophisticated",2
"unstable",2
"unsuitable",6
"unsystematic",1
"untangle",3
"untroubled",2
"unused",4
"unusually",3
"unwanted",1
"unwelcoming",4
"unwilling",2
"upbringing",2
"update",3
"updates",4
"upgrade",3
"upper",3
"upright",3
"uprooting",2
"upset",3
"upward",2
"urge",2
"urged",2
"urgent",1
"urn",2
"usage",5
"usefulness",6
"useless",2
"user",16
"user's",1
"users",10
"usual",2
"utilitarian",2
"utility",2
"vacancies",2
"vacation",2
"vacations",2
"vaccinations",2
"vague",2
"valid",4
"validity",2
"valleys",2
"valued",4
"valuing",2
"van",2
"vandalism",2
"vanished",4
"variable",4
"variables",2
"variant",2
"variants",2
"variation",7
"variations",8
"varied",9
"varies",6
"varieties",6
"vary",23
"varying",5
"vastly",1
"vegetables",8
"vegetarian",2
"vegetation",11
"veins",2
"venerate",2
"venom",2
"ventilated",4
"ventilating",2
"ventilation",12
"ventral",2
"venture",4
"venturing",2
"venue",6
"verandas",2
"verbal",5
"verbatim",4
"verdant",1
"verification",1
"version",7
"versions",16
"versus",2
"vertical",19
"vertically",3
"vessel",4
"vessels",3
"vests",2
"veteran",2
"viable",6
"vibrant",2
"vibrations",1
"vice",2
"victim",3
"victims",4
"victor",2
"video",18
"videos",4
"vie",1
"viewed",9
"viewer",9
"viewer's",1
"viewers",4
"viewing",7
"vigorous",2
"vikings",2
"village",9
"villagers",2
"villages",5
"villain",2
"villas",2
"vine",2
"vines",2
"violence",4
"violinist",1
"violinists",1
"virtual",12
"virtually",10
"virtues",4
"viruses",6
"visible",10
"vision",7
"visited",17
"visiting",21
"visits",5
"vista",1
"visual",8
"visually",1
"visuals",4
"vital",18
"vitamins",2
"vivid",4
"vividly",2
"vocabulary",6
"vogue",1
"voice",7
"volatility",10
"volcanic",9
"volcano",4
"volcanoes",8
"voles",2
"volume",14
"volumes",4
"voluntary",10
"volunteering",10
"voraciously",1
"vote",2
"votes",2
"vow",4
"vowed",2
"vowel",2
"voyage",4
"voyagers",4
"voyages",12
"vulnerability",8
"vulnerable",9
"wage",4
"wages",2
"wait",22
"waiter",1
"waiting",7
"wake",2
"wales",8
"walk",9
"walked",4
"walking",10
"wall",17
"walls",9
"wan",2
"wander",2
"wandering",2
"war",19
"warden",2
"wardens",4
"wards",10
"warehouse",4
"warm",6
"warmer",1
"warming",5
"warmth",1
"warn",2
"warned",4
"warning",11
"warrior",4
"wars",1
"warship",2
"wary",2
"wash",4
"washed",6
"washing",3
"wasp",2
"waste",20
"wastes",1
"watch",13
"watched",15
"watcher's",1
"watching",15
"waterfalls",2
"watering",2
"waterproof",2
"waters",1
"waterways",4
"wave",6
"waves",10
"wax",4
"weak",2
"weakened",3
"weakening",2
"weaknesses",2
"wealth",6
"wealthy",8
"wear",7
"wearing",8
"weaving",2
"web",6
"websites",7
"wee",2
"weekdays",1
"weekend",8
"weekends",16
"weekly",4
"weigh",4
"weighing",5
"weighs",1
"weight",18
"weir",2
"welcomed",2
"welcomes",2
"welcoming",2
"welded",1
"welfare",4
"wen",2
"westward",2
"wet",5
"whale",9
"whales",4
"whaling",4
"whats",4
"whee",2
"wheel's",1
"wheels",6
"whichever",1
"whilst",1
"whirlwind",1
"whistle",12
"whistled",18
"whistler",2
"whistlers",4
"whistles",8
"who'd",1
"wholly",3
"wicked",2
"widen",2
"widened",2
"wider",7
"widespread",14
"width",1
"wife",6
"wife's",1
"wight",1
"wildebeest",3
"wilderness",4
"wildfire",2
"wildfires",18
"wildlife",17
"willingness",2
"wills",2
"win",4
"wind",13
"windblown",2
"windbreaks",1
"window",3
"windows",11
"winds",21
"winner",1
"winning",6
"wins",1
"winter",13
"winters",2
"wiped",4
"wire",2
"wired",2
"wireless",2
"wires",2
"wisdom",1
"wishes",2
"wishing",3
"wit",2
"witch",4
"witches",4
"withdraw",2
"withdrew",2
"withstand",3
"withstood",2
"witness",2
"witnessed",2
"witnesses",1
"wolf",14
"wolves",2
"womb",6
"women's",6
"wondered",4
"wonderful",2
"wondering",2
"wonders",1
"wood",14
"woodcutter",2
"wooded",4
"wooden",4
"woodland",6
"woods",4
"woodwork",1
"woody",2
"wool",6
"woolly",18
"work's",2
"workable",2
"workaholics",2
"worker",14
"workings",2
"workload",2
"workplace",17
"workplaces",4
"workshop",4
"workshops",11
"world's",10
"worlds",4
"worldwide",10
"worm",3
"worms",2
"worn",3
"worried",8
"worries",3
"worry",1
"worryingly",2
"worse",15
"worsened",2
"worship",2
"worst",3
"worth",12
"worthlessness",2
"worthwhile",2
"woven",1
"wow",4
"wrapped",2
"wrappers",2
"wreck",3
"wrecked",1
"wrecking",2
"wrecks",3
"wren",2
"wrestling",2
"writer's",5
"writers",2
"writes",8
"writings",3
"wrote",18
"wt",4
"xi",4
"xiv",4
"xx",2
"yacht",10
"yam",3
"yard",1
"yarn",1
"ye",4
"yeah",17
"yearly",6
"yeas",2
"yellow",17
"yellows",2
"yesterday",3
"yields",7
"yo",3
"yoga",2
"yonder",2
"youngsters",8
"youth",10
"yow",2
"yr",4
"zigzagging",2
"zone",5
"zones",4
"zoo",14
"zoologist",2
"zoologists",2
"zooplankton",1
